Group	Protein
OG_0001984	tr|A7EK76|A7EK76_SCLS1
OG_0001984	tr|Q6C291|Q6C291_YARLI
OG_0001984	sp|O75012|MRP10_YEAST
OG_0001984	tr|Q4WJY2|Q4WJY2_ASPFU
OG_0001985	sp|Q02754|YP067_YEAST
OG_0001985	tr|Q6C2W8|Q6C2W8_YARLI
OG_0001986	tr|Q4WDK3|Q4WDK3_ASPFU
OG_0001986	tr|A7EU22|A7EU22_SCLS1
OG_0001987	tr|A7EJ85|A7EJ85_SCLS1
OG_0001987	tr|Q4WR39|Q4WR39_ASPFU
OG_0001988	tr|Q6C988|Q6C988_YARLI
OG_0001988	sp|Q08004|BUD20_YEAST
OG_0001989	tr|Q6C2G8|Q6C2G8_YARLI
OG_0001989	sp|Q12015|DSC3_YEAST
OG_0001990	tr|A7EME1|A7EME1_SCLS1
OG_0001990	sp|Q8X1T0|SDU1_SCHPO
OG_0001991	tr|Q6CAF7|Q6CAF7_YARLI
OG_0001991	sp|P38987|TEM1_YEAST
OG_0001991	sp|P87027|SPG1_SCHPO
OG_0001992	tr|Q4WPX0|Q4WPX0_ASPFU
OG_0001992	tr|A7EYG7|A7EYG7_SCLS1
OG_0001993	tr|A7EW50|A7EW50_SCLS1
OG_0001993	tr|Q4WHM8|Q4WHM8_ASPFU
OG_0001994	tr|Q4X0U8|Q4X0U8_ASPFU
OG_0001994	tr|A7E6I7|A7E6I7_SCLS1
OG_0001995	sp|P36521|RM11_YEAST
OG_0001995	tr|Q6CCB8|Q6CCB8_YARLI
OG_0001996	tr|Q4WDF8|Q4WDF8_ASPFU
OG_0001996	tr|A7E5L0|A7E5L0_SCLS1
OG_0001997	tr|A7EDU0|A7EDU0_SCLS1
OG_0001997	tr|Q4WVI3|Q4WVI3_ASPFU
OG_0001998	sp|Q4X1I8|TIM21_ASPFU
OG_0001998	tr|A7FA44|A7FA44_SCLS1
OG_0001999	tr|Q6C0X6|Q6C0X6_YARLI
OG_0001999	sp|Q03942|RKM2_YEAST
OG_0002000	tr|Q4WWT3|Q4WWT3_ASPFU
OG_0002000	tr|A7F610|A7F610_SCLS1
OG_0002001	tr|Q4WQ73|Q4WQ73_ASPFU
OG_0002001	tr|A7E7C3|A7E7C3_SCLS1
OG_0002002	tr|Q4WY75|Q4WY75_ASPFU
OG_0002002	tr|A7E6X3|A7E6X3_SCLS1
OG_0002003	tr|A7EDF4|A7EDF4_SCLS1
OG_0002003	tr|Q4WVG7|Q4WVG7_ASPFU
OG_0002004	tr|A7EWT3|A7EWT3_SCLS1
OG_0002004	tr|Q4WSF1|Q4WSF1_ASPFU
OG_0002005	tr|Q6C395|Q6C395_YARLI
OG_0002005	tr|Q4X168|Q4X168_ASPFU
OG_0002006	tr|Q6CBZ8|Q6CBZ8_YARLI
OG_0002006	sp|Q06508|LOA1_YEAST
OG_0002007	tr|A7F9L7|A7F9L7_SCLS1
OG_0002007	tr|Q4X0U0|Q4X0U0_ASPFU
OG_0002008	tr|Q4WID4|Q4WID4_ASPFU
OG_0002008	tr|A7F0H1|A7F0H1_SCLS1
OG_0002009	tr|Q4WV81|Q4WV81_ASPFU
OG_0002009	tr|A7ESP1|A7ESP1_SCLS1
OG_0002010	tr|Q4WNF1|Q4WNF1_ASPFU
OG_0002010	sp|Q9Y7T9|YCJD_SCHPO
OG_0002010	tr|A7EH17|A7EH17_SCLS1
OG_0002011	tr|Q6CE34|Q6CE34_YARLI
OG_0002011	tr|A7EAP8|A7EAP8_SCLS1
OG_0002011	tr|Q4WMA8|Q4WMA8_ASPFU
OG_0002012	tr|A7F4X8|A7F4X8_SCLS1
OG_0002012	tr|Q4WJN4|Q4WJN4_ASPFU
OG_0002013	tr|A7EP41|A7EP41_SCLS1
OG_0002013	tr|Q4WEZ3|Q4WEZ3_ASPFU
OG_0002014	tr|A7ESV6|A7ESV6_SCLS1
OG_0002014	tr|Q4WM97|Q4WM97_ASPFU
OG_0002015	tr|Q4WZD6|Q4WZD6_ASPFU
OG_0002015	tr|A7EKR5|A7EKR5_SCLS1
OG_0002016	tr|Q4WWY0|Q4WWY0_ASPFU
OG_0002016	tr|A7EC24|A7EC24_SCLS1
OG_0002017	sp|Q10079|YANE_SCHPO
OG_0002017	sp|P53242|YG29_YEAST
OG_0002017	tr|Q6CBK8|Q6CBK8_YARLI
OG_0002018	tr|A7EH43|A7EH43_SCLS1
OG_0002018	tr|Q4WNL1|Q4WNL1_ASPFU
OG_0002019	tr|Q4WJD5|Q4WJD5_ASPFU
OG_0002019	tr|A7F956|A7F956_SCLS1
OG_0002020	sp|Q92328|MDM12_YEAST
OG_0002020	sp|Q6CI13|MDM12_YARLI
OG_0002021	sp|P23179|SPO11_YEAST
OG_0002021	tr|Q6C1H0|Q6C1H0_YARLI
OG_0002022	tr|Q4WPB5|Q4WPB5_ASPFU
OG_0002022	tr|A7EFL3|A7EFL3_SCLS1
OG_0002023	tr|A7EL67|A7EL67_SCLS1
OG_0002023	sp|Q9USR6|NAT9_SCHPO
OG_0002023	tr|Q4WP45|Q4WP45_ASPFU
OG_0002024	tr|E9QX39|E9QX39_ASPFU
OG_0002024	tr|A7EN20|A7EN20_SCLS1
OG_0002025	tr|Q4WYC2|Q4WYC2_ASPFU
OG_0002025	tr|A7F2R9|A7F2R9_SCLS1
OG_0002026	tr|Q4WPL0|Q4WPL0_ASPFU
OG_0002026	tr|A7EGF8|A7EGF8_SCLS1
OG_0002026	sp|P53102|MND1_YEAST
OG_0002027	tr|A7F482|A7F482_SCLS1
OG_0002027	tr|Q4WUD5|Q4WUD5_ASPFU
OG_0002028	tr|Q4WC75|Q4WC75_ASPFU
OG_0002028	tr|A7E7Y1|A7E7Y1_SCLS1
OG_0002029	sp|Q6C0L2|COX10_YARLI
OG_0002029	sp|P21592|COX10_YEAST
OG_0002030	tr|A7E9W1|A7E9W1_SCLS1
OG_0002030	tr|Q4WE50|Q4WE50_ASPFU
OG_0002031	sp|Q6CDK1|MED18_YARLI
OG_0002031	sp|P32585|MED18_YEAST
OG_0002032	sp|Q6CBS9|ATG27_YARLI
OG_0002032	sp|P46989|ATG27_YEAST
OG_0002033	tr|A7EBA1|A7EBA1_SCLS1
OG_0002033	tr|Q4WUM9|Q4WUM9_ASPFU
OG_0002034	tr|Q4WWZ9|Q4WWZ9_ASPFU
OG_0002034	tr|A7E8U0|A7E8U0_SCLS1
OG_0002034	sp|Q12287|COX17_YEAST
OG_0002034	tr|Q6CBM0|Q6CBM0_YARLI
OG_0002035	sp|P06783|STE3_YEAST
OG_0002035	tr|Q6C204|Q6C204_YARLI
OG_0002036	tr|Q4WQB3|Q4WQB3_ASPFU
OG_0002036	tr|A7ENI7|A7ENI7_SCLS1
OG_0002037	tr|A7ER20|A7ER20_SCLS1
OG_0002037	tr|Q4X000|Q4X000_ASPFU
OG_0002038	tr|Q6CEB4|Q6CEB4_YARLI
OG_0002038	sp|P01119|RAS1_YEAST
OG_0002039	tr|Q4WD26|Q4WD26_ASPFU
OG_0002039	tr|A7EJ36|A7EJ36_SCLS1
OG_0002040	sp|P49775|HNT2_YEAST
OG_0002040	tr|B5FVG6|B5FVG6_YARLI
OG_0002041	tr|Q4WNK1|Q4WNK1_ASPFU
OG_0002041	tr|A7EXS5|A7EXS5_SCLS1
OG_0002042	sp|Q06991|PUN1_YEAST
OG_0002042	tr|Q6CFF1|Q6CFF1_YARLI
OG_0002043	sp|P14063|RM31_YEAST
OG_0002043	sp|Q9UR27|RM31_SCHPO
OG_0002043	tr|A7F7P8|A7F7P8_SCLS1
OG_0002043	tr|Q6C7C6|Q6C7C6_YARLI
OG_0002044	sp|Q02883|FMP30_YEAST
OG_0002044	tr|Q6CE36|Q6CE36_YARLI
OG_0002045	sp|P40554|URM1_YEAST
OG_0002045	sp|Q9P3U9|URM1_SCHPO
OG_0002045	sp|B5FVI0|URM1_YARLI
OG_0002045	sp|A7ETU4|URM1_SCLS1
OG_0002046	tr|Q4WMU0|Q4WMU0_ASPFU
OG_0002046	tr|A7ES77|A7ES77_SCLS1
OG_0002047	tr|Q6CC10|Q6CC10_YARLI
OG_0002047	sp|Q01163|RT23_YEAST
OG_0002048	sp|Q4WPM6|SYF2_ASPFU
OG_0002048	tr|A7EWF2|A7EWF2_SCLS1
OG_0002048	sp|O59733|SYF2_SCHPO
OG_0002049	tr|Q6C158|Q6C158_YARLI
OG_0002049	sp|P87170|DGK1_SCHPO
OG_0002049	sp|Q12382|DGK1_YEAST
OG_0002050	tr|Q4WQN2|Q4WQN2_ASPFU
OG_0002050	tr|A7EZN1|A7EZN1_SCLS1
OG_0002051	tr|A7EUD8|A7EUD8_SCLS1
OG_0002051	tr|Q4WE81|Q4WE81_ASPFU
OG_0002052	tr|A7E4Y6|A7E4Y6_SCLS1
OG_0002052	tr|Q4WJZ5|Q4WJZ5_ASPFU
OG_0002053	tr|Q4WCE5|Q4WCE5_ASPFU
OG_0002053	tr|A7E953|A7E953_SCLS1
OG_0002054	tr|Q4WYU8|Q4WYU8_ASPFU
OG_0002054	tr|A7EY95|A7EY95_SCLS1
OG_0002055	sp|P36147|PAM17_YEAST
OG_0002055	sp|O94539|PAM17_SCHPO
OG_0002055	sp|Q6CFW6|PAM17_YARLI
OG_0002056	sp|P23202|URE2_YEAST
OG_0002056	tr|Q6CD77|Q6CD77_YARLI
OG_0002057	tr|A7F2K0|A7F2K0_SCLS1
OG_0002057	tr|Q4WCC0|Q4WCC0_ASPFU
OG_0002058	tr|A7E5M9|A7E5M9_SCLS1
OG_0002058	sp|O14016|UREF_SCHPO
OG_0002059	tr|A7ECT4|A7ECT4_SCLS1
OG_0002059	tr|Q4WZM6|Q4WZM6_ASPFU
OG_0002060	tr|Q4WTD1|Q4WTD1_ASPFU
OG_0002060	tr|A7F9W7|A7F9W7_SCLS1
OG_0002061	sp|P53927|NOP15_YEAST
OG_0002061	tr|Q6C1Q8|Q6C1Q8_YARLI
OG_0002062	tr|A7E8U2|A7E8U2_SCLS1
OG_0002062	tr|Q4W9L1|Q4W9L1_ASPFU
OG_0002063	tr|A7EYG8|A7EYG8_SCLS1
OG_0002063	tr|Q4WP88|Q4WP88_ASPFU
OG_0002064	sp|Q4X1N4|EXGB_ASPFU
OG_0002064	tr|A7EVK6|A7EVK6_SCLS1
OG_0002065	tr|A7E8U7|A7E8U7_SCLS1
OG_0002065	tr|Q4X049|Q4X049_ASPFU
OG_0002066	tr|Q4WLR2|Q4WLR2_ASPFU
OG_0002066	tr|A7EYU9|A7EYU9_SCLS1
OG_0002067	tr|A7EV35|A7EV35_SCLS1
OG_0002067	tr|Q4WF69|Q4WF69_ASPFU
OG_0002068	tr|A7EFS4|A7EFS4_SCLS1
OG_0002068	tr|Q4WG48|Q4WG48_ASPFU
OG_0002069	sp|O74558|MOB2_SCHPO
OG_0002069	sp|P43563|MOB2_YEAST
OG_0002069	tr|Q6CGQ2|Q6CGQ2_YARLI
OG_0002070	tr|Q6CG33|Q6CG33_YARLI
OG_0002070	sp|P53294|PUS6_YEAST
OG_0002071	tr|A7EYY4|A7EYY4_SCLS1
OG_0002071	tr|Q4WNJ1|Q4WNJ1_ASPFU
OG_0002072	tr|Q4WCI3|Q4WCI3_ASPFU
OG_0002072	tr|A7E8S8|A7E8S8_SCLS1
OG_0002073	tr|Q6CDY1|Q6CDY1_YARLI
OG_0002073	sp|Q06592|HPA2_YEAST
OG_0002074	sp|P24719|MEK1_YEAST
OG_0002074	sp|Q10292|MEK1_SCHPO
OG_0002075	tr|Q6C8W1|Q6C8W1_YARLI
OG_0002075	sp|Q12040|YO283_YEAST
OG_0002076	sp|Q6CG02|MED8_YARLI
OG_0002076	sp|O94646|MED8_SCHPO
OG_0002077	tr|A7EGJ6|A7EGJ6_SCLS1
OG_0002077	tr|Q4WX61|Q4WX61_ASPFU
OG_0002078	tr|A7E9G1|A7E9G1_SCLS1
OG_0002078	tr|Q4WZK8|Q4WZK8_ASPFU
OG_0002079	tr|A7EK89|A7EK89_SCLS1
OG_0002079	tr|Q6C415|Q6C415_YARLI
OG_0002079	tr|Q4WYH4|Q4WYH4_ASPFU
OG_0002080	tr|Q4X234|Q4X234_ASPFU
OG_0002080	tr|A7ELL7|A7ELL7_SCLS1
OG_0002080	tr|Q6CF87|Q6CF87_YARLI
OG_0002081	sp|P31379|LDS1_YEAST
OG_0002081	tr|Q6CBC9|Q6CBC9_YARLI
OG_0002082	tr|A7F2N8|A7F2N8_SCLS1
OG_0002082	tr|A4D9N1|A4D9N1_ASPFU
OG_0002083	tr|A7EXN1|A7EXN1_SCLS1
OG_0002083	sp|O60022|AL15_ASPFU
OG_0002084	tr|Q4WT92|Q4WT92_ASPFU
OG_0002084	tr|A7E5I2|A7E5I2_SCLS1
OG_0002085	tr|Q4X1Z8|Q4X1Z8_ASPFU
OG_0002085	tr|A7EX04|A7EX04_SCLS1
OG_0002086	tr|Q4WYK6|Q4WYK6_ASPFU
OG_0002086	tr|A7F2R7|A7F2R7_SCLS1
OG_0002087	tr|A7F5Q4|A7F5Q4_SCLS1
OG_0002087	tr|Q4WG76|Q4WG76_ASPFU
OG_0002088	tr|Q4WES6|Q4WES6_ASPFU
OG_0002088	tr|A7E854|A7E854_SCLS1
OG_0002089	tr|Q4WY30|Q4WY30_ASPFU
OG_0002089	tr|A7F387|A7F387_SCLS1
OG_0002090	sp|Q6C9I6|TAY1_YARLI
OG_0002090	sp|Q10274|TEB1_SCHPO
OG_0002091	tr|Q4WWS5|Q4WWS5_ASPFU
OG_0002091	tr|A7F6E3|A7F6E3_SCLS1
OG_0002091	sp|P35179|SC61G_YEAST
OG_0002091	tr|B5FVE3|B5FVE3_YARLI
OG_0002091	sp|Q09827|SC61G_SCHPO
OG_0002092	tr|Q4WFF3|Q4WFF3_ASPFU
OG_0002092	tr|A7EBB7|A7EBB7_SCLS1
OG_0002093	tr|Q6C0C1|Q6C0C1_YARLI
OG_0002093	sp|Q12524|PCD1_YEAST
OG_0002094	sp|Q9UTF0|YIN2_SCHPO
OG_0002094	tr|A7EZR5|A7EZR5_SCLS1
OG_0002094	tr|Q4WNN0|Q4WNN0_ASPFU
OG_0002095	sp|P39110|CIN4_YEAST
OG_0002095	tr|B5FVF4|B5FVF4_YARLI
OG_0002095	sp|Q09767|ARL_SCHPO
OG_0002096	tr|A7F2S1|A7F2S1_SCLS1
OG_0002096	tr|Q4WYJ6|Q4WYJ6_ASPFU
OG_0002097	sp|Q4WL81|NADA_ASPFU
OG_0002097	tr|A7EPL3|A7EPL3_SCLS1
OG_0002098	tr|Q4WQC8|Q4WQC8_ASPFU
OG_0002098	tr|A7E7D4|A7E7D4_SCLS1
OG_0002099	tr|A7E9L2|A7E9L2_SCLS1
OG_0002099	tr|Q4WGH1|Q4WGH1_ASPFU
OG_0002100	sp|P87232|RM04_SCHPO
OG_0002100	sp|P36517|RM04_YEAST
OG_0002100	sp|Q6CF20|RM04_YARLI
OG_0002101	sp|P40098|FMP10_YEAST
OG_0002101	tr|Q6C0C2|Q6C0C2_YARLI
OG_0002102	tr|Q6C4J3|Q6C4J3_YARLI
OG_0002102	tr|A7EDV4|A7EDV4_SCLS1
OG_0002103	tr|A7EYF4|A7EYF4_SCLS1
OG_0002103	tr|Q4X0X9|Q4X0X9_ASPFU
OG_0002104	tr|A7ELU6|A7ELU6_SCLS1
OG_0002104	tr|Q4WCC7|Q4WCC7_ASPFU
OG_0002105	tr|Q6CDJ9|Q6CDJ9_YARLI
OG_0002105	sp|P53259|PCP1_YEAST
OG_0002106	tr|Q4WR99|Q4WR99_ASPFU
OG_0002106	tr|Q6C4J4|Q6C4J4_YARLI
OG_0002107	tr|Q4WBR3|Q4WBR3_ASPFU
OG_0002107	tr|A7EQE7|A7EQE7_SCLS1
OG_0002108	sp|Q6C6V8|MG101_YARLI
OG_0002108	sp|P32787|MG101_YEAST
OG_0002109	tr|A7EBX4|A7EBX4_SCLS1
OG_0002109	tr|Q4WY84|Q4WY84_ASPFU
OG_0002110	tr|Q4WHR6|Q4WHR6_ASPFU
OG_0002110	tr|A7EAS4|A7EAS4_SCLS1
OG_0002111	tr|Q4WIK6|Q4WIK6_ASPFU
OG_0002111	tr|A7E6F1|A7E6F1_SCLS1
OG_0002112	tr|Q4WJ68|Q4WJ68_ASPFU
OG_0002112	tr|A7E8K6|A7E8K6_SCLS1
OG_0002113	sp|Q09784|YA95_SCHPO
OG_0002113	tr|Q4WDM1|Q4WDM1_ASPFU
OG_0002113	tr|A7EUH1|A7EUH1_SCLS1
OG_0002114	sp|Q4WFK4|CBHC_ASPFU
OG_0002114	tr|A7E6G7|A7E6G7_SCLS1
OG_0002115	tr|A7F847|A7F847_SCLS1
OG_0002115	tr|Q4WT45|Q4WT45_ASPFU
OG_0002116	sp|Q04082|GPI19_YEAST
OG_0002116	tr|Q6C5I8|Q6C5I8_YARLI
OG_0002117	tr|Q4WWJ5|Q4WWJ5_ASPFU
OG_0002117	tr|A7F0Z7|A7F0Z7_SCLS1
OG_0002118	tr|A7ENA5|A7ENA5_SCLS1
OG_0002118	tr|Q4WXT0|Q4WXT0_ASPFU
OG_0002119	tr|Q4WZA4|Q4WZA4_ASPFU
OG_0002119	tr|A7EFQ8|A7EFQ8_SCLS1
OG_0002120	tr|Q4WJ70|Q4WJ70_ASPFU
OG_0002120	tr|A7EQF7|A7EQF7_SCLS1
OG_0002121	tr|Q4WHY3|Q4WHY3_ASPFU
OG_0002121	tr|A7EFZ8|A7EFZ8_SCLS1
OG_0002122	tr|A7ETI8|A7ETI8_SCLS1
OG_0002122	tr|Q4WA57|Q4WA57_ASPFU
OG_0002123	tr|A7EWY8|A7EWY8_SCLS1
OG_0002123	tr|Q4WHE2|Q4WHE2_ASPFU
OG_0002124	tr|A7EH33|A7EH33_SCLS1
OG_0002124	tr|Q4X1G6|Q4X1G6_ASPFU
OG_0002125	sp|Q08227|INP54_YEAST
OG_0002125	tr|Q6C1Z2|Q6C1Z2_YARLI
OG_0002126	tr|Q4WF68|Q4WF68_ASPFU
OG_0002126	tr|A7ER72|A7ER72_SCLS1
OG_0002127	tr|A7F141|A7F141_SCLS1
OG_0002127	tr|Q4WIE0|Q4WIE0_ASPFU
OG_0002128	sp|P38241|SLT11_YEAST
OG_0002128	sp|Q6C3L4|SLT11_YARLI
OG_0002129	sp|B5FVG3|ATPJ_YARLI
OG_0002129	tr|A7E975|A7E975_SCLS1
OG_0002129	sp|P81449|ATPJ_YEAST
OG_0002130	tr|Q6CI10|Q6CI10_YARLI
OG_0002130	tr|A7EEI8|A7EEI8_SCLS1
OG_0002130	tr|A4D9N7|A4D9N7_ASPFU
OG_0002131	sp|Q9Y7M3|PIB2_SCHPO
OG_0002131	sp|P53191|PIB2_YEAST
OG_0002132	sp|P38890|SET5_YEAST
OG_0002132	sp|Q6C9E7|SET5_YARLI
OG_0002133	tr|Q4X266|Q4X266_ASPFU
OG_0002133	tr|A7EUD3|A7EUD3_SCLS1
OG_0002134	tr|A7EKS3|A7EKS3_SCLS1
OG_0002134	tr|Q4WRZ2|Q4WRZ2_ASPFU
OG_0002135	sp|P25299|RNA15_YEAST
OG_0002135	tr|Q6C6I9|Q6C6I9_YARLI
OG_0002136	tr|A4D9G1|A4D9G1_ASPFU
OG_0002136	tr|A7F7Z7|A7F7Z7_SCLS1
OG_0002137	tr|A7E8W5|A7E8W5_SCLS1
OG_0002137	tr|Q4WEC7|Q4WEC7_ASPFU
OG_0002138	tr|Q4WDT6|Q4WDT6_ASPFU
OG_0002138	tr|A7F3R6|A7F3R6_SCLS1
OG_0002139	tr|Q4WHF1|Q4WHF1_ASPFU
OG_0002139	tr|A7EUA2|A7EUA2_SCLS1
OG_0002140	sp|Q9HGL1|YHLB_SCHPO
OG_0002140	tr|A7EM02|A7EM02_SCLS1
OG_0002141	tr|Q6CD07|Q6CD07_YARLI
OG_0002141	sp|Q03193|YD090_YEAST
OG_0002142	sp|P47150|RT07_YEAST
OG_0002142	sp|O13744|RT07_SCHPO
OG_0002143	tr|A7EJ47|A7EJ47_SCLS1
OG_0002143	tr|Q4WPX6|Q4WPX6_ASPFU
OG_0002144	sp|P06100|NOT2_YEAST
OG_0002144	tr|Q6CDL7|Q6CDL7_YARLI
OG_0002145	sp|Q4WL66|ABFB_ASPFU
OG_0002145	tr|A7EAX7|A7EAX7_SCLS1
OG_0002146	tr|Q4WGN4|Q4WGN4_ASPFU
OG_0002146	tr|A7F5R2|A7F5R2_SCLS1
OG_0002147	tr|A7EH96|A7EH96_SCLS1
OG_0002147	tr|Q4WC54|Q4WC54_ASPFU
OG_0002148	tr|A7EG80|A7EG80_SCLS1
OG_0002148	tr|Q4WWP0|Q4WWP0_ASPFU
OG_0002149	tr|A7EXG3|A7EXG3_SCLS1
OG_0002149	tr|Q4WQH9|Q4WQH9_ASPFU
OG_0002150	tr|A7EQ83|A7EQ83_SCLS1
OG_0002150	tr|Q4WJQ2|Q4WJQ2_ASPFU
OG_0002151	tr|A7F338|A7F338_SCLS1
OG_0002151	tr|E9QTI1|E9QTI1_ASPFU
OG_0002152	tr|A7E7U6|A7E7U6_SCLS1
OG_0002152	tr|Q4WF98|Q4WF98_ASPFU
OG_0002153	tr|Q6CG95|Q6CG95_YARLI
OG_0002153	sp|O75002|MOG1_SCHPO
OG_0002153	sp|P47123|MOG1_YEAST
OG_0002154	tr|A4D9E3|A4D9E3_ASPFU
OG_0002154	tr|A7EY72|A7EY72_SCLS1
OG_0002155	tr|Q4WRH6|Q4WRH6_ASPFU
OG_0002155	tr|A7EKW3|A7EKW3_SCLS1
OG_0002156	sp|Q4WP59|RCF1_ASPFU
OG_0002156	sp|A7F679|RCF1_SCLS1
OG_0002157	sp|Q12373|HIF1_YEAST
OG_0002157	tr|Q6C817|Q6C817_YARLI
OG_0002158	tr|A7ECV6|A7ECV6_SCLS1
OG_0002158	tr|Q4WSQ0|Q4WSQ0_ASPFU
OG_0002159	sp|P14908|MTF1_YEAST
OG_0002159	tr|Q6CG06|Q6CG06_YARLI
OG_0002160	tr|Q6C5C6|Q6C5C6_YARLI
OG_0002160	tr|Q4WPW4|Q4WPW4_ASPFU
OG_0002160	tr|A7F9M1|A7F9M1_SCLS1
OG_0002161	sp|Q9UU90|POP5_SCHPO
OG_0002161	tr|Q6CFQ6|Q6CFQ6_YARLI
OG_0002161	sp|P28005|POP5_YEAST
OG_0002162	tr|Q4WVP4|Q4WVP4_ASPFU
OG_0002162	tr|A7E4R7|A7E4R7_SCLS1
OG_0002163	tr|Q4WV65|Q4WV65_ASPFU
OG_0002163	tr|A7ETH7|A7ETH7_SCLS1
OG_0002164	sp|Q05123|ARP9_YEAST
OG_0002164	tr|Q6CF23|Q6CF23_YARLI
OG_0002165	tr|A7EN28|A7EN28_SCLS1
OG_0002165	tr|Q4WSZ9|Q4WSZ9_ASPFU
OG_0002166	sp|Q6CAY6|MED20_YARLI
OG_0002166	sp|P34162|MED20_YEAST
OG_0002167	tr|Q6CCH4|Q6CCH4_YARLI
OG_0002167	sp|Q04935|COX20_YEAST
OG_0002168	tr|A7EW42|A7EW42_SCLS1
OG_0002168	tr|Q6C785|Q6C785_YARLI
OG_0002169	tr|Q6C4I3|Q6C4I3_YARLI
OG_0002169	sp|Q9URQ3|TAD3_YEAST
OG_0002170	sp|P38166|SFT2_YEAST
OG_0002170	tr|Q6C220|Q6C220_YARLI
OG_0002170	sp|Q9P6K1|SFT2_SCHPO
OG_0002171	tr|A7F907|A7F907_SCLS1
OG_0002171	tr|Q4WV85|Q4WV85_ASPFU
OG_0002172	tr|Q4WDB2|Q4WDB2_ASPFU
OG_0002172	tr|A7EUP0|A7EUP0_SCLS1
OG_0002173	tr|Q4WWS4|Q4WWS4_ASPFU
OG_0002173	tr|A7F6E1|A7F6E1_SCLS1
OG_0002174	tr|A7F049|A7F049_SCLS1
OG_0002174	tr|Q4WWE1|Q4WWE1_ASPFU
OG_0002175	sp|P47081|COX16_YEAST
OG_0002175	tr|A7F1X7|A7F1X7_SCLS1
OG_0002175	sp|Q9UTK1|COX16_SCHPO
OG_0002175	sp|Q6CCF6|COX16_YARLI
OG_0002176	tr|A7EIA6|A7EIA6_SCLS1
OG_0002176	tr|Q4WS20|Q4WS20_ASPFU
OG_0002177	sp|P23642|VAN1_YEAST
OG_0002177	tr|F2Z612|F2Z612_YARLI
OG_0002178	tr|Q4WXA5|Q4WXA5_ASPFU
OG_0002178	tr|A7F3L9|A7F3L9_SCLS1
OG_0002179	tr|Q4WCX3|Q4WCX3_ASPFU
OG_0002179	tr|A7EIJ3|A7EIJ3_SCLS1
OG_0002180	tr|A7F8V4|A7F8V4_SCLS1
OG_0002180	tr|Q4X1N3|Q4X1N3_ASPFU
OG_0002181	tr|A7EU66|A7EU66_SCLS1
OG_0002181	tr|Q4WI48|Q4WI48_ASPFU
OG_0002182	tr|Q6CCR4|Q6CCR4_YARLI
OG_0002182	tr|Q4WTW9|Q4WTW9_ASPFU
OG_0002182	tr|A7E5M5|A7E5M5_SCLS1
OG_0002183	tr|Q4WCJ5|Q4WCJ5_ASPFU
OG_0002183	tr|A7EGK0|A7EGK0_SCLS1
OG_0002184	tr|Q6C0I6|Q6C0I6_YARLI
OG_0002184	sp|P25626|IMG1_YEAST
OG_0002185	sp|Q6C830|EIF3K_YARLI
OG_0002185	sp|Q4WXE9|EIF3K_ASPFU
OG_0002185	sp|A7F080|EIF3K_SCLS1
OG_0002186	tr|Q4WU68|Q4WU68_ASPFU
OG_0002186	tr|B5FVE5|B5FVE5_YARLI
OG_0002186	tr|A7F4D6|A7F4D6_SCLS1
OG_0002187	tr|A7F2K2|A7F2K2_SCLS1
OG_0002187	tr|Q6CGQ7|Q6CGQ7_YARLI
OG_0002187	tr|Q4WLI6|Q4WLI6_ASPFU
OG_0002188	tr|Q4WTD5|Q4WTD5_ASPFU
OG_0002188	tr|A7FA13|A7FA13_SCLS1
OG_0002189	tr|Q4WG44|Q4WG44_ASPFU
OG_0002189	tr|A7EL80|A7EL80_SCLS1
OG_0002190	tr|A7F6R0|A7F6R0_SCLS1
OG_0002190	tr|Q4WMX0|Q4WMX0_ASPFU
OG_0002191	sp|P36077|SRX1_YEAST
OG_0002191	tr|Q6C8V4|Q6C8V4_YARLI
OG_0002191	sp|Q9URV9|SRX1_SCHPO
OG_0002192	tr|Q6CGI5|Q6CGI5_YARLI
OG_0002192	tr|Q4WPS0|Q4WPS0_ASPFU
OG_0002192	sp|P43321|SMD3_YEAST
OG_0002192	sp|Q9UUC6|SMD3_SCHPO
OG_0002193	sp|P48240|MTR3_YEAST
OG_0002193	tr|Q6C6V0|Q6C6V0_YARLI
OG_0002194	tr|A7EY14|A7EY14_SCLS1
OG_0002194	tr|Q4WAN5|Q4WAN5_ASPFU
OG_0002195	sp|Q10167|YAUE_SCHPO
OG_0002195	tr|Q6C0W2|Q6C0W2_YARLI
OG_0002195	tr|A7EGX5|A7EGX5_SCLS1
OG_0002195	sp|Q2V2P4|YI156_YEAST
OG_0002196	tr|Q4WPB9|Q4WPB9_ASPFU
OG_0002196	tr|A7ETA3|A7ETA3_SCLS1
OG_0002197	tr|A0A0K0PSX1|A0A0K0PSX1_SCLS1
OG_0002197	sp|P22190|YMC2_SCHPO
OG_0002198	tr|A7F4C1|A7F4C1_SCLS1
OG_0002198	tr|Q4WU26|Q4WU26_ASPFU
OG_0002199	sp|P38300|MBA1_YEAST
OG_0002199	tr|Q6CE08|Q6CE08_YARLI
OG_0002200	sp|Q03976|RT24_YEAST
OG_0002200	tr|Q6C9T8|Q6C9T8_YARLI
OG_0002201	tr|Q6C8D3|Q6C8D3_YARLI
OG_0002201	sp|P47076|RPC9_YEAST
OG_0002202	tr|A7EZK6|A7EZK6_SCLS1
OG_0002202	tr|Q4WTE4|Q4WTE4_ASPFU
